action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,289806,[],CHEMBL852432,Inhibition of Matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)[C@H]1CN(Cc2ccc3ccccc3c2)C(=O)N1,,,CHEMBL1134262,Bioorg Med Chem Lett,2001.0,,CHEMBL278366,,CHEMBL278366,,0,http://www.openphacts.org/units/Nanomolar,24668,>,1,1,>,,IC50,nM,,30000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,30000.0
,,290919,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,,CHEMBL413270,,CHEMBL413270,,0,http://www.openphacts.org/units/Nanomolar,105314,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,292168,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC(CC(=O)NO)S(=O)(=O)c1ccc(OC)c(OC2CCCC2)c1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL43806,,CHEMBL43806,,0,http://www.openphacts.org/units/Nanomolar,70320,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,293380,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)NC2CCCC2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '14.45', 'le': '0.28', 'lle': '2.58', 'sei': '9.27'}",CHEMBL64390,,CHEMBL64390,6.25,0,http://www.openphacts.org/units/Nanomolar,105321,=,1,1,=,,IC50,nM,,561.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,561.0
,,293383,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)NC2CCCCC2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '12.39', 'le': '0.24', 'lle': '1.47', 'sei': '8.21'}",CHEMBL60250,,CHEMBL60250,5.53,0,http://www.openphacts.org/units/Nanomolar,105303,=,1,1,=,,IC50,nM,,2933.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,2933.0
,,294650,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)NC)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '16.26', 'le': '0.32', 'lle': '3.79', 'sei': '9.13'}",CHEMBL61610,,CHEMBL61610,6.16,0,http://www.openphacts.org/units/Nanomolar,105324,=,1,1,=,,IC50,nM,,700.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,700.0
,,294801,[],CHEMBL852432,Inhibition of Matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1N[C@@H](C(=O)NO)C[C@H]1c1ccc(-c2ccc(F)cc2)cc1,,,CHEMBL1134262,Bioorg Med Chem Lett,2001.0,"{'bei': '16.52', 'le': '0.31', 'lle': '3.22', 'sei': '6.62'}",CHEMBL20160,,CHEMBL20160,5.19,1,http://www.openphacts.org/units/Nanomolar,24673,=,1,1,=,,IC50,nM,,6430.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,6430.0
,,295943,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccccc2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '13.38', 'le': '0.26', 'lle': '2.15', 'sei': '9.02'}",CHEMBL62156,,CHEMBL62156,6.08,0,http://www.openphacts.org/units/Nanomolar,105313,=,1,1,=,,IC50,nM,,823.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,823.0
,,296050,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CCc2ccc(OCc3ccccc3)cc2)CC(=O)NO)cc1OC1CCCC1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL298258,,CHEMBL298258,,0,http://www.openphacts.org/units/Nanomolar,70301,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,296054,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CC(=O)NO)CC(C)C)cc1OC,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL289857,,CHEMBL289857,,0,http://www.openphacts.org/units/Nanomolar,70317,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,296058,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CCCC(=O)N2CCCc3ccccc32)CC(=O)NO)cc1OC,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL295193,,CHEMBL295193,,0,http://www.openphacts.org/units/Nanomolar,70313,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,296110,[],CHEMBL718871,50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1ccccc1S(=O)(=O)N1CCC(c2ccccc2)CC1,,,CHEMBL1133364,Bioorg Med Chem Lett,2000.0,,CHEMBL94872,,CHEMBL94872,,0,http://www.openphacts.org/units/Nanomolar,176239,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,296113,[],CHEMBL718871,50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,,,CHEMBL1133364,Bioorg Med Chem Lett,2000.0,"{'bei': '25.76', 'le': '0.51', 'lle': '8.75', 'sei': '6.68'}",CHEMBL279785,MARIMASTAT,CHEMBL279785,8.54,0,http://www.openphacts.org/units/Nanomolar,176247,=,1,1,=,,IC50,nM,,2.9,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,2.9
,,297361,[],CHEMBL872795,Inhibition of Matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CCCCc2ccc3c(c2)OCO3)CC(=O)NO)cc1OC1CCCC1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL295653,,CHEMBL295653,,0,http://www.openphacts.org/units/Nanomolar,70326,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,297365,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CCCCc2ccc3c(c2)OCO3)CC(=O)NO)cc1OC,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL42449,,CHEMBL42449,,0,http://www.openphacts.org/units/Nanomolar,70323,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,297394,[],CHEMBL718871,50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1ccccc1S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1,,,CHEMBL1133364,Bioorg Med Chem Lett,2000.0,,CHEMBL94324,,CHEMBL94324,,0,http://www.openphacts.org/units/Nanomolar,176241,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,298474,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccccc2)C(=O)Nc2ccccc2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '13.42', 'le': '0.26', 'lle': '1.66', 'sei': '8.77'}",CHEMBL59496,,CHEMBL59496,5.91,0,http://www.openphacts.org/units/Nanomolar,105320,=,1,1,=,,IC50,nM,,1223.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1223.0
,,298477,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)Nc2ccccc2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '12.03', 'le': '0.24', 'lle': '0.81', 'sei': '8.47'}",CHEMBL64069,,CHEMBL64069,5.71,0,http://www.openphacts.org/units/Nanomolar,105307,=,1,1,=,,IC50,nM,,1938.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1938.0
,,298480,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2cccs2)C(=O)Nc2ccccc2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '13.48', 'le': '0.27', 'lle': '1.71', 'sei': '8.93'}",CHEMBL60183,,CHEMBL60183,6.02,0,http://www.openphacts.org/units/Nanomolar,105304,=,1,1,=,,IC50,nM,,953.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,953.0
,,298584,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CC(=O)NO)c2ccccc2OCc2ccccc2)cc1OC1CCCC1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL43148,,CHEMBL43148,,0,http://www.openphacts.org/units/Nanomolar,70302,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,298629,[],CHEMBL718871,50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1c(F)cccc1S(=O)(=O)N1CCC(Oc2ccc(C(F)(F)F)cc2)CC1,,,CHEMBL1133364,Bioorg Med Chem Lett,2000.0,,CHEMBL309465,,CHEMBL309465,,0,http://www.openphacts.org/units/Nanomolar,176248,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,301117,[],CHEMBL715373,In vitro inhibitory activity against matrix metalloprotease 1,B,,,BAO_0000190,BAO_0000357,single protein format,CCO[C@H]1CC[C@@](CS)(C(=O)N[C@@H](Cc2ccc(F)cc2)C(=O)Nc2ccccc2)CC1,,,CHEMBL1132018,Bioorg Med Chem Lett,1999.0,"{'bei': '11.35', 'le': '0.22', 'lle': '0.81', 'sei': '7.72'}",CHEMBL60951,,CHEMBL60951,5.20,0,http://www.openphacts.org/units/Nanomolar,105306,=,1,1,=,,IC50,nM,,6259.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,6259.0
,,301216,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CC(=O)NO)c2ccccc2)cc1OC,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL42739,,CHEMBL42739,,0,http://www.openphacts.org/units/Nanomolar,70295,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,301222,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CC(=O)NO)c2ccc(OCc3ccccc3)cc2)cc1OC1CCCC1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL290631,,CHEMBL290631,,0,http://www.openphacts.org/units/Nanomolar,70304,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,301257,[],CHEMBL718871,50 percent inhibition of human Matrix metalloprotease-1 by the cleavage of fluorogenic peptide MCA-Pro-Leu-Gly-Leu-Dpa-ala-Arg-NH2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1ccccc1S(=O)(=O)N1CCC(Oc2ccc(C(F)(F)F)cc2)CC1,,,CHEMBL1133364,Bioorg Med Chem Lett,2000.0,,CHEMBL83209,,CHEMBL83209,,0,http://www.openphacts.org/units/Nanomolar,176244,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,302383,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CCc2ccc(OCc3ccccc3)cc2)CC(=O)NO)cc1OC,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL295058,,CHEMBL295058,,0,http://www.openphacts.org/units/Nanomolar,70300,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,302452,[],CHEMBL852432,Inhibition of Matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)[C@H]1CN(Cc2ccc(Oc3cccc4ccccc34)cc2)C(=O)N1,,,CHEMBL1134262,Bioorg Med Chem Lett,2001.0,"{'bei': '13.50', 'le': '0.25', 'lle': '2.07', 'sei': '5.61'}",CHEMBL282004,,CHEMBL282004,5.10,0,http://www.openphacts.org/units/Nanomolar,24675,=,1,1,=,,IC50,nM,,8020.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,8020.0
,,303507,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CCc2ccccc2)CC(=O)NO)cc1OC1CCCC1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL47133,,CHEMBL47133,,0,http://www.openphacts.org/units/Nanomolar,70325,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,303511,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CC(=O)NO)c2cccc(OCc3ccccc3)c2)cc1OC1CCCC1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL296487,,CHEMBL296487,,0,http://www.openphacts.org/units/Nanomolar,70303,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,303515,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Oc2cccc(C(CC(=O)NO)S(=O)(=O)c3ccc(OC)c(OC4CCCC4)c3)c2)cc1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL42104,,CHEMBL42104,,0,http://www.openphacts.org/units/Nanomolar,70297,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,303519,[],CHEMBL872790,Inhibitory activity against recombinant matrix metalloprotease-1,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)C(CCCC(=O)N2CCCc3ccccc32)CC(=O)NO)cc1OC1CCCC1,,,CHEMBL1133244,Bioorg Med Chem Lett,2000.0,,CHEMBL418443,,CHEMBL418443,,0,http://www.openphacts.org/units/Nanomolar,70314,>,1,1,>,,IC50,nM,,10000.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,10000.0
,,304635,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1CCCCNC1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '18.07', 'le': '0.35', 'lle': '5.08', 'sei': '5.03'}",CHEMBL64981,,CHEMBL64981,5.41,0,http://www.openphacts.org/units/Nanomolar,112478,=,1,1,=,,IC50,nM,,3900.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,3900.0
,,308590,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC[C@@H](C(=O)N[C@H]1CCCCN(CC(=O)OC)C1=O)[C@@H](C)C(=O)NO,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '16.41', 'le': '0.32', 'lle': '5.07', 'sei': '5.79'}",CHEMBL416857,,CHEMBL416857,7.24,0,http://www.openphacts.org/units/Nanomolar,112485,=,1,1,=,,IC50,nM,,57.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,57.0
,,309957,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC[C@@H](C(=O)N[C@H]1CCCCN(CCOC)C1=O)[C@@H](C)C(=O)NO,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '16.26', 'le': '0.32', 'lle': '4.31', 'sei': '6.44'}",CHEMBL65578,,CHEMBL65578,6.95,0,http://www.openphacts.org/units/Nanomolar,112480,=,1,1,=,,IC50,nM,,112.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,112.0
,,311273,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC[C@H](CC(=O)NO)C(=O)N[C@H]1CCCCN(CCOC)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '13.84', 'le': '0.27', 'lle': '3.33', 'sei': '5.30'}",CHEMBL65439,,CHEMBL65439,5.72,0,http://www.openphacts.org/units/Nanomolar,112482,=,1,1,=,,IC50,nM,,1890.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,1890.0
,,315150,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(CCOC)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '17.72', 'le': '0.35', 'lle': '5.37', 'sei': '6.56'}",CHEMBL302489,,CHEMBL302489,7.08,0,http://www.openphacts.org/units/Nanomolar,112490,=,1,1,=,,IC50,nM,,83.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,83.0
,,316320,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,COCCN1CCCC[C@H](NC(=O)[C@H](CC(C)C)[C@@H](CCCO)C(=O)NO)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '17.55', 'le': '0.34', 'lle': '6.60', 'sei': '5.69'}",CHEMBL66589,,CHEMBL66589,7.29,0,http://www.openphacts.org/units/Nanomolar,112489,=,1,1,=,,IC50,nM,,51.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,51.0
,,317636,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)CN1CCCC[C@H](NC(=O)[C@@H](CC(=O)NO)CC(C)C)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '17.90', 'le': '0.35', 'lle': '6.44', 'sei': '5.32'}",CHEMBL62709,,CHEMBL62709,6.65,0,http://www.openphacts.org/units/Nanomolar,112491,=,1,1,=,,IC50,nM,,225.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,225.0
,,320071,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(CC(=O)OC)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '16.97', 'le': '0.33', 'lle': '5.78', 'sei': '5.61'}",CHEMBL62436,,CHEMBL62436,7.02,0,http://www.openphacts.org/units/Nanomolar,112486,=,1,1,=,,IC50,nM,,96.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,96.0
,,321307,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1CCCCN(CCOc2ccccc2)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '16.52', 'le': '0.32', 'lle': '4.81', 'sei': '6.42'}",CHEMBL64912,,CHEMBL64912,6.93,0,http://www.openphacts.org/units/Nanomolar,112484,=,1,1,=,,IC50,nM,,117.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,117.0
,,326196,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC[C@H](CC(=O)NO)C(=O)N[C@H]1CCCCN(CC(=O)OC)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '18.61', 'le': '0.36', 'lle': '6.04', 'sei': '6.36'}",CHEMBL292545,,CHEMBL292545,7.96,0,http://www.openphacts.org/units/Nanomolar,112488,=,1,1,=,,IC50,nM,,11.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,11.0
,,335515,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@H]1CCCCN(CCCOc2ccccc2)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '15.81', 'le': '0.30', 'lle': '4.34', 'sei': '6.35'}",CHEMBL65493,,CHEMBL65493,6.85,0,http://www.openphacts.org/units/Nanomolar,112483,=,1,1,=,,IC50,nM,,140.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,140.0
,,336767,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H]1CCCCN(CC(=O)OC)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '17.87', 'le': '0.35', 'lle': '6.14', 'sei': '5.51'}",CHEMBL61679,,CHEMBL61679,6.89,0,http://www.openphacts.org/units/Nanomolar,112479,=,1,1,=,,IC50,nM,,129.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,129.0
,,340759,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCC[C@@H](C(=O)N[C@H]1CCCCN(CCOC)C1=O)[C@H](C)C(=O)NO,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '12.54', 'le': '0.24', 'lle': '2.72', 'sei': '4.96'}",CHEMBL65579,,CHEMBL65579,5.36,0,http://www.openphacts.org/units/Nanomolar,112481,=,1,1,=,,IC50,nM,,4360.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,4360.0
,,341925,[],CHEMBL710976,Inhibition of matrix metalloprotease-1 (MMP-1),B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)CN1CCCC[C@H](NC(=O)[C@H](CC(C)C)[C@@H](C)C(=O)NO)C1=O,,,CHEMBL1130916,Bioorg Med Chem Lett,1998.0,"{'bei': '18.96', 'le': '0.37', 'lle': '6.85', 'sei': '5.85'}",CHEMBL417574,,CHEMBL417574,7.31,0,http://www.openphacts.org/units/Nanomolar,112487,=,1,1,=,,IC50,nM,,49.0,CHEMBL332,Homo sapiens,Interstitial collagenase,9606,,,IC50,nM,UO_0000065,,49.0
